 Borrowing dependency, Net Income to Stockholder's Equity, Net Value Growth Rate, Net Value Per Share (A), Interest Expense Ratio, Interest-bearing debt interest rate, Persistent EPS in the Last Four Seasons, Total debt/Total net worth, Non-industry income and expenditure/revenue, Net profit before tax/Paid-in capital,Bankrupt?
0.388757792177291,0.842648092943157,0.0004906281072884,0.179301335805486,0.631238613169683,0.0002970297029702,0.220762030821594,0.0264237317502439,0.30355812218315,0.188447326747606,0
0.370691795483165,0.84143935033231,0.0004569896001614,0.237537398339724,0.630673894878152,0.0002280228022802,0.238725536541552,0.0013286643139186,0.303513891282379,0.193763667898349,0
0.375122740072872,0.840087711905776,0.0004452610405548,0.17668871939657,0.634930685881015,0.0006350635063506,0.214805710503924,0.0060451034570805,0.303495280466208,0.165960334816379,0
0.36963718146295,0.841179436303979,0.000446708394719,0.181029033753318,0.630618758647142,0.0,0.222652926160537,0.0013040425318487,0.303554013301658,0.179420858155494,0
0.373642030674394,0.838759561886503,0.0003687509049082,0.166575365555602,0.62993589128916,0.0004090409040904,0.210362106457408,0.0062666994957094,0.303328266518489,0.164195762008898,0
0.374823019439343,0.840214328829647,0.0004582622736506,0.169693649656567,0.632824892809688,0.0002320232023202,0.215751158173395,0.0066287308839219,0.303452499758905,0.169911771359626,0
0.36963718146295,0.840624933374187,0.0006227615607289,0.176225190678859,0.63069718223038,0.0008870887088708,0.218965680249598,0.0041492262377005,0.303411894341804,0.172830103310459,0
0.369710993260759,0.841497616889304,0.0004601588066934,0.173064767603557,0.630667388117971,0.0001980198019801,0.225016545334216,0.0006201041410189,0.303601386288276,0.175099917049996,0
0.36963718146295,0.842087451546122,0.0005383658403255,0.204879693228267,0.630635196778126,0.0001610161016101,0.24014370804576,0.0021512142186231,0.303669061983444,0.194676117939824,0
0.372890492369426,0.843582976067626,0.0006189435402612,0.1867599342632,0.630756427994137,0.0004730473047304,0.244870946393117,0.0064299327916541,0.303553046506013,0.198861322675515,0
0.36963718146295,0.840072510310213,0.0004563407862257,0.184821541443681,0.63061225188696,0.0,0.214049352368346,0.0018183642017527,0.303471352273988,0.168788175854008,0
0.370284712234641,0.835207635387755,0.0004603833961327,0.147528549155114,0.630611909425898,110000000.0,0.201380353597428,0.0034461375719275,0.304268716982418,0.155870597994118,0
0.372784248115003,0.843470671634353,0.0004825179330924,0.221861699886225,0.630741702168463,0.0003710371037103,0.262834452113076,0.0043343455621517,0.303571415623273,0.218414900837041,0
0.370709689252331,0.839565647840834,0.0004332579827446,0.177826471703679,0.630204380761907,0.0003120312031203,0.210645740758249,0.0021712764114208,0.303405851869021,0.165372143880552,0
0.377195062214399,0.836399920486042,0.000402514183946,0.170536429143315,0.630194449391104,0.0003720372037203,0.192587690271343,0.0066943889694416,0.302209200559098,0.147062815775583,0
0.37194883276707,0.833323613571637,0.0003668294174833,0.148160633770174,0.630541019986028,0.0004180418041804,0.195329488512811,0.0030631320730628,0.30216545305615,0.151496870522585,0
0.373130939892593,0.835934404940567,0.0003872421020753,0.163794193249336,0.630404720483281,0.0005180518051805,0.189089533894299,0.0042477133659799,0.30326784179066,0.149656888620768,0
0.376253402612043,0.842014005519016,0.0005337742340115,0.171674181450423,0.631285530335201,0.0004210421042104,0.228325612177366,0.0087744735954185,0.30398617095509,0.182678531030842,0
0.375149580726621,0.840527027434092,0.0004491289697867,0.180439088112595,0.632847152778729,0.0006980698069806,0.21858750118181,0.0053547816412697,0.303399325998416,0.170484880476586,0
0.376009600007158,0.840270198899016,0.0004300388674483,0.179301335805486,0.632438939192614,0.0002680268026802,0.216223882008131,0.0070035291220966,0.30343678932967,0.170688485031295,0
0.372153492751905,0.844457244029595,0.0005705320389062,0.273650499346846,0.630679716716209,0.0002460246024602,0.314739529167061,0.0040005836274268,0.303540961560447,0.266427871201267,0
0.369907824721584,0.839475208615353,0.0004332080739803,0.194049976823564,0.630579375624991,0.0001530153015301,0.207053039614257,0.0013578456852606,0.303526701324679,0.16430133474097,0
0.386271676623804,0.841554801416228,0.0004684187071823,0.165690447094518,0.632539280283832,0.0007850785078507,0.223598373830008,0.0172379832024731,0.303370322129058,0.177090717140487,0
0.36963718146295,0.844955797282503,0.0005148338579659,0.421431882347984,0.63061225188696,0.0,0.436324099461095,0.0010997729324542,0.303550629516899,0.358698439031747,0
0.369670732280136,0.839672383158647,0.0004292403272198,0.176772997345245,0.630358488239887,0.0008760876087608,0.212253001796351,0.0003118759062183,0.303431955351443,0.167083930321997,0
0.376113607540434,0.837952383361272,0.0003927320661464,0.166364670683916,0.629752332159833,0.0005700570057005,0.202136711733006,0.006340564841919,0.303194123622709,0.158638111756278,0
0.373261788079618,0.843132879814501,0.0004829920663531,0.207787282457545,0.630846837714552,0.0004830483048304,0.255459960291198,0.00635515552759,0.303749306022001,0.206123218460146,0
0.36963718146295,0.842481777831002,0.0005792411182737,0.225864902448274,0.630614649114396,0.0002210221022102,0.250827266710788,0.0011572237572839,0.303492138380361,0.196772490762386,0
0.370512857791506,0.840706115414243,0.0005036043860021,0.180691921958619,0.630872522294215,0.0004260426042604,0.219816583152123,0.0010459697790423,0.303525976227945,0.174715330668879,0
0.372331312082991,0.840042523195159,0.0004556420635257,0.177657915806329,0.591818262763524,0.0001360136013601,0.209416658787936,0.0059429686573833,0.303585917557952,0.168290475831385,0
0.372178096684508,0.839279655316254,0.0009773134221985,0.176351607601871,0.630139655621156,0.0003610361036103,0.208471211118465,0.0036577025141575,0.303446698985034,0.16612623482392,0
0.377236441555595,0.838581335916828,0.0004186097604274,0.18836121528802,0.629595827454418,0.0004410441044104,0.20034036116101,0.0129045495581758,0.303508332207419,0.154045697911168,0
0.372925161547185,0.840346045765332,0.0004624047010861,0.177868610678016,0.631805043766524,0.0004350435043504,0.217074784910655,0.0039112156776917,0.303514616379113,0.171736671442576,0
0.36963718146295,0.840746051572402,0.0004456852650512,0.180691921958619,0.630627320173696,0.0,0.218209322114021,0.0025734321852287,0.303661327618282,0.174436317019833,0
0.380772697687007,0.842010197016035,0.0004835410627602,0.159158906072226,0.632141682990644,0.0008010801080108,0.224638366266427,0.0129309951759546,0.30340367657882,0.179300203604555,0
0.36963718146295,0.841468393918202,0.0005112903357018,0.229109603472251,0.63061225188696,0.0,0.236172827833979,0.0015967681631238,0.303539027969156,0.186735540306161,0
0.37512945023631,0.840224357186243,0.000446708394719,0.199190931692723,0.632877289352201,0.0003150315031503,0.218492956414862,0.0062867616885071,0.303489479692337,0.170650780484126,0
0.380938215051791,0.841082565996665,0.000455866652965,0.208166533226581,0.631606758811523,0.0002970297029702,0.228136522643472,0.0113013979700709,0.303505431820483,0.184118844732675,0
0.369709874900186,0.842335254088351,0.0004658484058217,0.227508322447432,0.630697524691443,0.006041604160416,0.251678169613312,0.0045814753007049,0.303639091318441,0.202692104667823,0
0.376458062596878,0.8407472643999,0.0004572141896007,0.172601238885846,0.634868015506637,0.0009000900090009,0.219438404084334,0.0074804621599686,0.303526217926857,0.173742553351934,0
0.371236437082153,0.843386454805811,0.0004741083063106,0.219501917323332,0.630639648771935,0.0001230123012301,0.259809019570767,0.0015420530918574,0.307626398258414,0.209976623180756,0
0.36963718146295,0.841074612066408,0.0006064413948082,0.180986894778981,0.630852659552609,0.0004790479047904,0.223031105228326,0.0011900528000437,0.303459509027333,0.17787497172159,0
0.382096836605284,0.837547403076753,0.0004087028707171,0.168176646580422,0.627348597964411,0.0008280828082808,0.197220383851754,0.0112512424880767,0.303250681167957,0.156375838926175,1
0.370994871198413,0.84256059115418,0.0005290329014045,0.198895958872361,0.630669100423282,0.0001400140014001,0.241940058617755,0.0036595263498664,0.303505915218306,0.189751904079632,0
0.378314541147841,0.839927420135016,0.0004403949360371,0.171547764527411,0.637767633320091,0.0003540354035403,0.213482083766663,0.008109685479532,0.303445490490477,0.169444234974738,0
0.371848180315512,0.843495942397309,0.0004566152844292,0.20323627322911,0.630651977370173,0.0001210121012101,0.254798146922568,0.003702386489025,0.303762841161035,0.206688786667672,0
0.374952749265796,0.837722130358554,0.0004111733545492,0.169272259913194,0.630381090669991,0.0002740274027402,0.199489458258485,0.0065785754019277,0.303462409414269,0.158517457205339,0
0.371923110473894,0.842827213339666,0.0004669463986359,0.207365892714171,0.63073177079766,0.0003330333033303,0.23182376855441,0.0092431993726005,0.303617821814245,0.201327200060327,0
0.36963718146295,0.841345199588297,0.0004668216267252,0.19156377733766,0.63061225188696,0.0,0.227663798808736,0.0031461165978168,0.303526217926857,0.179300203604555,0
0.372902794335727,0.84183563056641,0.0004683188896537,0.188740466057056,0.630749578772894,0.0002430243024302,0.232012858088305,0.0075087316134562,0.303660119123725,0.187248322147651,0
0.377895155933015,0.842120801906011,0.0004770778777855,0.182293202983439,0.630856769085355,0.0001950195019501,0.232485581923041,0.0079291257443529,0.30368477241268,0.186290626649574,0
0.378952006674376,0.837633110322659,0.000461156981979,0.166786060427289,0.629838632347502,0.0003530353035303,0.200907629762693,0.0105791590293546,0.303432197050355,0.157205338963879,0
0.371372877072043,0.839716683866896,0.0005515667084785,0.180734060932957,0.629548225366776,0.0003550355035503,0.208660300652359,0.0019259705085765,0.303325366131553,0.165289193876782,0
0.36963718146295,0.841682880398664,0.0004528471727258,0.189836079389828,0.63061225188696,0.0,0.230594686584098,0.0019852451691151,0.30344234840463,0.183417540155343,0
0.373553680189137,0.841313188046011,0.0004616560696219,0.178795668113438,0.631029711921755,0.0003450345034503,0.224922000567269,0.0071941199536745,0.303587367751419,0.179880853630948,0
0.373331126435136,0.841197466664069,0.0004472074823618,0.186970629134887,0.631308475226367,0.0005930593059305,0.225489269168951,0.0037954021101779,0.303528876614881,0.180265440012065,0
0.36963718146295,0.841833666061659,0.0005288332663474,0.190468164004888,0.630692045314448,0.0003410341034103,0.231918313321358,0.0007997519583435,0.303546037237585,0.186547017570319,0
0.390893860871471,0.843431129059284,0.0005213469517049,0.228561796805866,0.631548197969891,0.0004620462046204,0.268034414295169,0.0204488459679552,0.303499147648789,0.228881683130986,0
0.370142680441887,0.841902213631718,0.0005604754229031,0.178879946062113,0.630714647744552,0.0003950395039503,0.229460149380732,0.007512379284874,0.303506882013951,0.185234899328859,0
0.377939890355929,0.837576198857603,0.0004268696609163,0.17508743837175,0.630114313502555,0.0002890289028902,0.197220383851754,0.0081233642473486,0.302958467184176,0.153751602443255,0
0.369798225385443,0.84204759658322,0.00077191390279,0.23264927731659,0.63067663456665,0.0004940494049404,0.247329110333743,0.0027795256203321,0.303828583264912,0.199540004524546,0
0.376169525569078,0.843417903303171,0.0004928240929169,0.231300830137794,0.630614991575458,3000000.0,0.267278056159592,0.0093471580080066,0.303885865906894,0.216507050750321,0
0.369854143414086,0.844289950369791,0.0005357456302007,0.297669714719144,0.630630744784318,0.0003100310031003,0.292899688002269,0.0027904686345854,0.304208775652412,0.261842998265591,0
0.371951069488216,0.844290841268315,0.0005275106840939,0.251611815768404,0.630662593663101,0.0002130213021302,0.296965112980996,0.0043179310407718,0.30396586824654,0.239378629062665,0
0.36963718146295,0.84120631230142,0.0635916512818742,0.174961021448738,0.63061225188696,0.0,0.22322019476222,0.0020901157223757,0.303623864287028,0.17832742628761,0
0.373897016885008,0.843061797623442,0.0006269039881644,0.248872782436476,0.630898206873878,0.0004140414041404,0.27162711543916,0.0114828696231044,0.303563197860288,0.220209637282256,0
0.379902613161315,0.843731199824015,0.0005402873277505,0.192069445029708,0.630922179148231,0.0003860386038603,0.256121773659828,0.0199682652586655,0.303408510557046,0.210677927758088,0
0.375230102687868,0.842536238501846,0.0005202988676549,0.178542834267414,0.631130053012972,0.0009830983098309,0.235605559232296,0.0068220574690631,0.303568998634159,0.189834854083402,0
0.370505029267496,0.841361048379004,0.0004800224948782,0.185917154776453,0.63066875796222,0.0007760776077607,0.226245627304529,0.0045632369436161,0.303443556899187,0.180883794585627,0
0.377020597965031,0.840920988362369,0.0004621302028826,0.159538156841262,0.631942028191395,0.0004700470047004,0.220951120355488,0.0081206284937852,0.303648275877071,0.174466480657567,0
0.379572696792318,0.835554245662262,0.0003865932881396,0.152922337870296,0.63049102067095,0.0001170117011701,0.195802212347547,0.0140654209868775,0.303457333737132,0.153442425156474,0
0.370861786290241,0.841244834092017,0.0004624795642326,0.199654460410434,0.630686223476391,0.0002300230023002,0.226907440673159,0.0024603543712782,0.303609845750172,0.179390694517759,0
0.37748024416048,0.84035598054818,0.0004464089421333,0.177952888626691,0.636431692716538,0.0007390739073907,0.216223882008131,0.0073701200995814,0.303451774662171,0.169165221325692,1
0.375350885629738,0.833057826713777,0.0003645585687084,0.166111836837891,0.630493075437323,0.0003400340034003,0.1774605275598,0.0060013314000674,0.303382165375713,0.135728828896765,0
0.376624698322236,0.840045597486026,0.000440020620305,0.172980489654882,0.635225202394488,0.0006170617061706,0.210645740758249,0.0078342862874912,0.303454191651285,0.16897669858985,0
0.378036069365196,0.832574651633696,0.0003513077917912,0.168176646580422,0.630225955808825,0.0007280728072807,0.167722416564243,0.0083203385039075,0.302197115613532,0.127479073976322,0
0.37856393555559,0.841557270778177,0.0010431181279062,0.171969154270785,0.631793057629348,0.0006400640064006,0.222936560461378,0.0081653124686528,0.303503739928104,0.177339567151799,0
0.370710807612904,0.843653999968047,0.0006710482901731,0.204331886561881,0.630666703195847,0.0003160316031603,0.257350855630141,0.0087297896205509,0.30358374226775,0.213279541512706,0
0.371350509860585,0.841751281043973,0.0006365613340532,0.198221735282963,0.630686223476391,0.0001750175017501,0.233431029592512,0.0129145806545746,0.303553288204924,0.19227056783048,0
0.371870547526969,0.841429416078709,0.0004466834403368,0.194218532720914,0.630671840111779,0.0001250125012501,0.227380164507894,0.0043726461120382,0.303374189311639,0.180235276374331,0
0.371172690529499,0.841513211729828,0.0004433395531299,0.181492562471029,0.630767729209189,0.0003430343034303,0.226056537770634,0.007095632825395,0.303576249601499,0.181411658245984,0
0.369659548674407,0.841030217431581,0.0004648003217717,0.238590872698159,0.630614649114396,0.0009850985098509,0.231256499952728,0.0032628420831851,0.303760907569744,0.182942462861021,0
0.370942308251488,0.838705134440587,0.000446708394719,0.149551219923307,0.63061225188696,0.0,0.204122151838896,0.0010377625183523,0.303487062703223,0.163969534725888,0
0.371583128859742,0.841592898956832,0.0004623048835576,0.181913952214403,0.630880741359707,0.0005210521052105,0.214522076203082,0.0024375564249172,0.303851544661487,0.180205112736596,0
0.370270173547194,0.842678758817036,0.0005020821686915,0.20003371117947,0.63065471705867,0.0002160216021602,0.244398222558381,0.0019451207835198,0.304165028149464,0.197300354422743,0
0.385787426495751,0.828091649704889,0.0003105073769894,0.153933673254393,0.630428350296571,0.0004410441044104,0.161766096246573,0.0301780975569721,0.303536610980043,0.12101651459166,0
0.371174927250645,0.840452932212465,0.0005843817209949,0.16118157684042,0.631260873138724,0.0009020902090209,0.216507516308972,0.004911589564012,0.303518000163872,0.16737802578991,0
0.370219847321415,0.844201705239197,0.0004813700315138,0.214487379377186,0.63061225188696,0.0,0.270776212536636,0.0046407499612434,0.303545312140851,0.217638187165372,0
0.380811840307057,0.839018228215861,0.0004374253645623,0.180776199907294,0.62521232585855,0.0005610561056105,0.212442091330245,0.0121339789711743,0.303344702044459,0.162566925571224,0
0.36963718146295,0.840174885282507,0.000448654836526,0.186928490160549,0.630612594348023,0.0,0.216129337241184,0.0018010377625183,0.303526217926857,0.170024885001131,0
0.372159084554769,0.842568211629646,0.0004471825279797,0.199359487590072,0.630748893850769,0.0003410341034103,0.243547319655857,0.0093015621152846,0.303550387817988,0.193379081517231,0
0.371575300335732,0.841832253267136,0.0004631533325504,0.176140912730184,0.630792386405666,0.0003450345034503,0.22652926160537,0.0050292269672347,0.303549904420166,0.183100821959128,0
0.36963718146295,0.840896850069629,0.0004603584417505,0.233997724495386,0.630729373570225,0.0003070307030703,0.22851470171126,0.0082975405575465,0.303538061173511,0.180076917276224,0
0.373576047400595,0.840731652300055,0.0004539950743044,0.190847414773924,0.631519088779606,0.0004900490049004,0.220383851753805,0.0069624928186469,0.303527909819236,0.175778598899027,0
0.36963718146295,0.840489613665456,0.0004384984029944,0.190636719902238,0.63061225188696,0.0,0.218682045948757,0.0022387583326494,0.303486821004312,0.172618957846316,0
0.376311557361832,0.837111263498764,0.0004056584360958,0.161223715814757,0.629920823002425,0.0006010601060106,0.200907629762693,0.0081835508257416,0.303247055684287,0.155448307065832,0
0.36963718146295,0.841640990364791,0.0004490541066403,0.187349879903923,0.63061225188696,0.0,0.233147395291671,0.0014235037707803,0.303450082769792,0.180491667295076,0
0.36976579292883,0.842689182182748,0.0004547187513865,0.205848889638026,0.630617731263955,0.0002360236023602,0.24676184173206,0.0013815555494761,0.303529360012704,0.196591508935978,0
0.36963718146295,0.839342755644594,0.0004351295614052,0.195735535797059,0.63061225188696,0.0,0.20960574832183,0.0018612243409113,0.303430505157976,0.164029862001357,0
0.370111366345846,0.842773069011304,0.0005781181710773,0.192827946567781,0.630650265064862,0.0002450245024502,0.229554694147679,0.0016952552914033,0.303730936904741,0.191463690521077,0
0.370343985345003,0.84269174200177,0.0004634527851361,0.259955332687202,0.630661223818852,0.0002230223022302,0.271154391604425,0.0021731002471297,0.303490204789071,0.229364301334741,0
0.376370830472194,0.842788646416091,0.00050218198622,0.179554169651511,0.630731428336598,0.0001100110011001,0.238158267939869,0.0066405858160296,0.303621205599004,0.187987331272151,0
0.372487882563193,0.842155141324976,0.0005591029318853,0.202056381947663,0.630823207901262,0.0002600260026002,0.236645551668715,0.0101669721591479,0.303544103646294,0.190634190483372,0
0.37062357548822,0.842672129620542,0.0004993371866559,0.174328936833677,0.630613964192271,190000000.0,0.233241940058618,0.0033595053757557,0.303536127582221,0.179036271774376,0
0.371951069488216,0.841878393827849,0.0004720370925928,0.187139185032236,0.630919781920796,0.0005770577057705,0.231729223787463,0.0040334126701866,0.303698307551713,0.187421763064626,0
0.381680806472176,0.846495293056217,0.0006421261612708,0.194302810669588,0.630764647059629,0.0003440344034403,0.282027039803347,0.0141794107186825,0.303539269668068,0.235487519794887,0
0.370399903373647,0.841418097859825,0.0004687431141501,0.175255994269099,0.63072697634279,0.0003890389038903,0.225300179635057,0.0015019287062621,0.303920187152301,0.178719553578162,0
0.370384246325626,0.841754910646885,0.000528234361176,0.234840503982133,0.630679716716209,0.0005290529052905,0.245816394062589,0.0023737221751064,0.303955958591176,0.191576804162582,0
0.374818545997052,0.841611805646461,0.0004547686601508,0.197673928616577,0.631235188559061,0.0006240624062406,0.224922000567269,0.0053611650662508,0.303719093658086,0.182806726491215,0
0.383915290896769,0.834681479658175,0.0003782585245042,0.152922337870296,0.627428391391899,0.0017391739173917,0.201569443131323,0.0155746450359752,0.303211042546501,0.156677475303522,0
0.377528333665114,0.841368857119263,0.0004841150135494,0.175508828115124,0.631353337625512,0.0003470347034703,0.223976552897797,0.0078288147803645,0.303499147648789,0.179571676344167,0
0.370937834809197,0.840191618635479,0.0004472573911261,0.171632042476086,0.632009150559581,0.0003710371037103,0.214711165736976,0.0067472802049991,0.303519933755162,0.170447175929417,0
0.376248929169752,0.842294903485963,0.0007148931395961,0.220302557835742,0.631231763948439,0.0006550655065506,0.246289117897324,0.0066050210197065,0.303516791669315,0.196893145313325,0
0.36963718146295,0.841626418910869,0.0004691174298823,0.17732080401163,0.63061225188696,0.0,0.225111090101163,0.0030439817981196,0.30351026579871,0.182844431038383,0
0.36963718146295,0.838640919077767,0.0004577631860078,0.150478277358729,0.63060745743209,0.0017791779177917,0.209038479720147,0.0006957933229374,0.303500356143346,0.164655757484353,0
0.378688073579179,0.83727470249352,0.0003980473495426,0.190552441953563,0.630260201915042,0.0002040204020402,0.187009549021462,0.0102198633947054,0.303513407884557,0.145185129326597,0
0.370656007944834,0.840998489874225,0.0004679445739216,0.17045215119464,0.631009164258024,0.0003570357035703,0.2205729412877,0.0020964991473568,0.303540478162624,0.174187467008521,0
0.372633269437666,0.842569932710342,0.0004772525584605,0.184610846571994,0.630674922261339,0.0001360136013601,0.237307365037345,0.0035619511394413,0.303978436589928,0.187889299449514,0
0.373315469387116,0.841669677017923,0.0004639019640146,0.19076313682525,0.63069718223038,0.0002140214021402,0.23050014181715,0.0071220784431738,0.303515341475847,0.184397858381721,0
0.370095709297826,0.842122388778578,0.0004608824837755,0.194808478361637,0.630644785687867,0.0002600260026002,0.236929185969557,0.0040252054094967,0.303712084389658,0.18796470854385,0
0.371621153119219,0.844278600631329,0.000900279244527,0.193165058362479,0.63069238777551,0.0006640664066406,0.259241750969084,0.0033348835936858,0.303506156917217,0.203551768343262,0
0.372689187466309,0.83732308401685,0.0004049347590137,0.159074628123551,0.630380748208929,0.0003940394039403,0.207053039614257,0.0032017435869376,0.303274609360177,0.159746625443028,0
0.373779589024857,0.8400669451347,0.000412021803542,0.184990097341031,0.633935494034328,0.0002490249024902,0.215372979105606,0.0046471333862245,0.303964418053072,0.169089812231355,0
0.379383693855503,0.840083044273773,0.0004402452097443,0.175129577346087,0.634986164573088,0.0006310631063106,0.213387538999716,0.0130276584685252,0.303514858078025,0.169165221325692,0
0.375170829577506,0.837439829814484,0.0004074052428458,0.159074628123551,0.630349926713333,0.0003120312031203,0.20100217452964,0.008895758670059,0.303516066572581,0.157635170801599,1
0.371068682996222,0.844340521092477,0.0005254644247583,0.197210399898866,0.630666018273722,0.0006300630063006,0.261416280608868,0.005274532870079,0.303718368561352,0.216665409848428,0
0.369639418184096,0.840502622371638,0.0004387229924336,0.174581770679702,0.630617388802893,0.0013521352135213,0.217358419211497,0.000906446347313,0.30354893762452,0.171525525978433,0
0.36963718146295,0.844380003377532,0.0005333250551329,0.229573132189962,0.63061225188696,0.0,0.28457974851092,0.00168431227715,0.303499872745523,0.228610210391373,0
0.371696083277602,0.842357528492009,0.000531228887033,0.198474569128987,0.630701634224189,0.0001840184018401,0.239292805143235,0.0026938053420147,0.303673654262759,0.196071186185054,0
0.38608714712928,0.840928413281199,0.0005200992325978,0.175213855294762,0.63330502321886,0.0008270827082708,0.22123475465633,0.01848001532022,0.303427121373217,0.176819244400875,0
0.37179673572916,0.843369469854864,0.0005048021963449,0.193333614259829,0.630676977027712,0.0001360136013601,0.248652737071003,0.0213562042331227,0.303534677388753,0.203845863811176,0
0.36963718146295,0.84207387692826,0.0005197997800121,0.180902616830306,0.63061225188696,0.0,0.232580126689988,0.0015174313097876,0.303521867346453,0.183741799260991,0
0.3880319761655,0.840576513495176,0.0004423912866085,0.176351607601871,0.632875234585828,0.0002690269026902,0.217831143046232,0.0170127394924265,0.303346635635749,0.172174044189729,0
0.36963718146295,0.841997933312717,0.0017322084363679,0.229278159369601,0.63061225188696,0.0,0.246194573130377,0.0003510883739592,0.304238988016326,0.198997059045321,0
0.380034579708913,0.840745340073791,0.0005860536645984,0.180565505035607,0.635193011054643,0.0008560856085608,0.221612933724118,0.0112284445417157,0.303456608640398,0.172686826031219,0
0.385856764851269,0.844062416048296,0.0005281345436474,0.197126121950192,0.6320687387844,0.0009110911091109,0.258674482367401,0.0164254643941674,0.303886832702539,0.207465500339341,0
0.36963718146295,0.841156795882161,0.0008198013621199,0.206818086047786,0.630757112916261,0.0006100610061006,0.230311052283256,0.0044446876225389,0.303504223325927,0.184488349294925,0
0.37665377569713,0.841046095742489,0.0004442878196512,0.209852092200076,0.631072177093465,0.0002160216021602,0.227096530207053,0.0082227632934825,0.303493346874918,0.175235653419802,0
0.384378292173936,0.825856753341712,0.0002972566000722,0.147612827103788,0.6296023342146,0.0003340334033403,0.169518767136239,0.0232922058380981,0.303122339046048,0.138933715406078,1
0.374091611624687,0.840834201570912,0.0004589609963506,0.205553916817665,0.631741346008959,0.0005960596059605,0.224165642431691,0.0053949060268651,0.30349383027274,0.174790739763215,0
0.383627872229541,0.840905277102284,0.0004395215326622,0.180354810163921,0.632051958192354,0.0003290329032903,0.217831143046232,0.0125899378983941,0.303598244202429,0.171947816906719,0
0.372625440913656,0.841511483401393,0.0004512500922688,0.185832876827778,0.630845467870303,0.0003960396039603,0.227947433109577,0.0048112786000237,0.303442831802453,0.184450644747757,0
0.374179962109944,0.841337129150271,0.0004485550189975,0.1829252875985,0.631236900864372,0.0005490549054905,0.218965680249598,0.0049325636746641,0.303758973978453,0.177611039891411,0
0.36963718146295,0.842897595455021,0.0004793237721782,0.189288272723442,0.63061225188696,0.0,0.242318237685544,0.0026892457527425,0.303535644184398,0.191146972324862,0
0.36963718146295,0.8423516479443,0.0004912020580777,0.209009312713329,0.63061225188696,0.0,0.24212914815165,0.0011280423859418,0.30329346187526,0.202948495588568,0
0.379408297788106,0.842070852342474,0.0004746573027177,0.200202267076819,0.631189983698853,0.0003200320032003,0.237780088872081,0.0122069323995295,0.303453949952373,0.188304049468366,0
0.375728891503367,0.839832569682831,0.0004414430200871,0.158273987611142,0.641962781331763,0.0005540554055405,0.213198449465822,0.0066515288302829,0.303507365411774,0.169248171329462,0
0.36963718146295,0.840725755610323,0.0004337570703874,0.186043571699465,0.630614649114396,0.0,0.220194762219911,0.0091693340263909,0.303533227195285,0.175725812532991,0
0.370209782076259,0.840873737927332,0.0004376998627658,0.196789010155493,0.630698552074629,0.0002930293029302,0.223503829063061,0.0064873836164838,0.303544828743028,0.178440539929115,0
0.373550325107419,0.843552333539404,0.0005149586298766,0.217479246555139,0.630820125751702,0.0004490449044904,0.266805332324856,0.0128753681868337,0.303558605580973,0.210391373199608,0
0.379096275188276,0.842792522471525,0.0004945209909025,0.18819265939067,0.63123655840331,0.0005080508050805,0.24080552141439,0.011208382348918,0.303559572376618,0.191508935977679,0
